onset	duration	Condition Name
24.238	1	Deviant 8.0
35.644	1	Deviant 5.0
45.624	1	Catch - Catch
58.456	1	Deviant 3.0
72.714	1	Deviant 8.0
86.971	1	Deviant 6.0
98.378	1	Catch - Catch
108.358	1	Deviant 9.0
116.912	1	Deviant 12.0
129.744	1	Catch - Catch
142.576	1	Deviant 6.0
153.982	1	Deviant 5.0
163.962	1	Deviant 4.0
172.517	1	Catch - Catch
186.775	1	Deviant 9.0
196.755	1	Deviant 4.0
205.309	1	Catch - Catch
219.567	1	Deviant 3.0
232.399	1	Deviant 6.0
243.805	1	Deviant 8.0
258.063	1	Catch - Catch
268.043	1	Deviant 9.0
280.875	1	Deviant 5.0
292.281	1	Deviant 4.0
300.835	1	Catch - Catch
315.093	1	Deviant 6.0
323.648	1	Deviant 12.0
333.628	1	Catch - Catch
346.46	1	Deviant 12.0
357.866	1	Deviant 3.0
